3550.csv has VALID utf-8
3551.csv has VALID utf-8
3552.csv has INVALID utf-8
3553.csv has VALID utf-8
3554.csv has VALID utf-8
3555.csv has VALID utf-8
3556.csv has VALID utf-8
3557.csv has INVALID utf-8
3558.csv has VALID utf-8
3559.csv has VALID utf-8
3560.csv has VALID utf-8
3561.csv has VALID utf-8
3562.csv has INVALID utf-8
3563.csv has VALID utf-8
3564.csv has VALID utf-8
3566.csv has VALID utf-8
3565.csv has INVALID utf-8
3567.csv has VALID utf-8
3568.csv has INVALID utf-8
3569.csv has VALID utf-8
3570.csv has INVALID utf-8
3571.csv has INVALID utf-8
3573.csv has VALID utf-8
3572.csv has INVALID utf-8
3575.csv has VALID utf-8
3574.csv has INVALID utf-8
3576.csv has INVALID utf-8
3577.csv has VALID utf-8
3578.csv has VALID utf-8
3579.csv has VALID utf-8
3580.csv has VALID utf-8
3581.csv has INVALID utf-8
3582.csv has INVALID utf-8
3583.csv has INVALID utf-8
3584.csv has INVALID utf-8
3586.csv has VALID utf-8
3585.csv has INVALID utf-8
3587.csv has VALID utf-8
3588.csv has VALID utf-8
3589.csv has VALID utf-8
3590.csv has VALID utf-8
3591.csv has VALID utf-8
3592.csv has VALID utf-8
3593.csv has VALID utf-8
3594.csv has VALID utf-8
3595.csv has VALID utf-8
3596.csv has VALID utf-8
3597.csv has VALID utf-8
3598.csv has VALID utf-8
3599.csv has VALID utf-8
3600.csv has VALID utf-8
3601.csv has VALID utf-8
3602.csv has VALID utf-8
3603.csv has VALID utf-8
3604.csv has VALID utf-8
3605.csv has VALID utf-8
3606.csv has VALID utf-8
3609.csv has VALID utf-8
3608.csv has VALID utf-8
3607.csv has INVALID utf-8
3610.csv has VALID utf-8
3611.csv has VALID utf-8
3612.csv has INVALID utf-8
3613.csv has VALID utf-8
3614.csv has VALID utf-8
3615.csv has VALID utf-8
3616.csv has VALID utf-8
3618.csv has VALID utf-8
3619.csv has VALID utf-8
3617.csv has INVALID utf-8
3620.csv has VALID utf-8
3621.csv has VALID utf-8
3622.csv has VALID utf-8
3623.csv has VALID utf-8
3624.csv has VALID utf-8
3625.csv has VALID utf-8
3626.csv has VALID utf-8
3627.csv has VALID utf-8
3628.csv has VALID utf-8
3629.csv has VALID utf-8
3630.csv has INVALID utf-8
3631.csv has VALID utf-8
3632.csv has VALID utf-8
3633.csv has VALID utf-8
3634.csv has VALID utf-8
3635.csv has VALID utf-8
3636.csv has VALID utf-8
3637.csv has VALID utf-8
3638.csv has VALID utf-8
3639.csv has VALID utf-8
3640.csv has VALID utf-8
3641.csv has VALID utf-8
3642.csv has VALID utf-8
3643.csv has VALID utf-8
3644.csv has VALID utf-8
3645.csv has VALID utf-8
3646.csv has VALID utf-8
3647.csv has VALID utf-8
3648.csv has VALID utf-8
3650.csv has VALID utf-8
3649.csv has VALID utf-8
3651.csv has VALID utf-8
3652.csv has VALID utf-8
3653.csv has VALID utf-8
3654.csv has VALID utf-8
3655.csv has VALID utf-8
3656.csv has VALID utf-8
3657.csv has VALID utf-8
3658.csv has VALID utf-8
3659.csv has VALID utf-8
3660.csv has VALID utf-8
3661.csv has VALID utf-8
3662.csv has VALID utf-8
3663.csv has VALID utf-8
3664.csv has VALID utf-8
3665.csv has VALID utf-8
3666.csv has VALID utf-8
3667.csv has VALID utf-8
3668.csv has VALID utf-8
3669.csv has VALID utf-8
3670.csv has VALID utf-8
3671.csv has VALID utf-8
3672.csv has VALID utf-8
3673.csv has VALID utf-8
3674.csv has VALID utf-8
3675.csv has VALID utf-8
3676.csv has VALID utf-8
3677.csv has VALID utf-8
3678.csv has VALID utf-8
3679.csv has VALID utf-8
3680.csv has VALID utf-8
3681.csv has VALID utf-8
3682.csv has VALID utf-8
3683.csv has VALID utf-8
3684.csv has VALID utf-8
